Link,Abstract,Author Keywords,Index Keywords
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146692857&doi=10.1186%2fs13102-023-00617-3&partnerID=40&md5=b58161e51e07212a43edf387705c7ff4","Background: Resistance exercise has a beneficial impact on physical function for patients receiving oncological treatment. However, there is an inter-individual variation in the response to exercise and the tolerability to high-intensity exercise. Identifying potential moderating factors, such as inflammation and treatment type, for changes in muscle strength is important to improve the effectiveness of exercise programs. Therefore, we aimed to investigate if inflammation and type of oncological treatment moderate the effects of exercise intensity (high vs. low-moderate) on muscular strength changes in patients with breast (BRCA) or prostate cancer (PRCA). Methods: Participants with BRCA (n = 286) and PRCA (n = 65) from the Physical training and Cancer study (Phys-Can) were included in the present study. Participants performed a combined resistance- and endurance exercise program during six months, at either high or low-moderate intensity. Separate regression models were estimated for each cancer type, with and without interaction terms. Moderators included in the models were treatment type (i.e., neo/adjuvant chemotherapy—yes/no for BRCA, adjuvant androgen deprivation therapy (ADT)—yes/no for PRCA)), and inflammation (interleukin 6 (IL6) and tumor necrosis factor-alpha (TNFα)) at follow-up. Results: For BRCA, neither IL6 (b = 2.469, 95% CI [− 7.614, 12.552]) nor TNFα (b = 0.036, 95% CI [− 6.345, 6.418]) levels moderated the effect of exercise intensity on muscle strength change. The same was observed for chemotherapy treatment (b = 4.893, 95% CI [− 2.938, 12.724]). Similarly, for PRCA, the effect of exercise intensity on muscle strength change was not moderated by IL6 (b = − 1.423, 95% CI [− 17.894, 15.048]) and TNFα (b = − 1.905, 95% CI [− 8.542, 4.732]) levels, nor by ADT (b = − 0.180, 95% CI [− 11.201, 10.841]). Conclusions: The effect of exercise intensity on muscle strength is not moderated by TNFα, IL6, neo/adjuvant chemotherapy, or ADT, and therefore cannot explain any intra-variation of training response regarding exercise intensity (e.g., strength gain) for BRCA or PRCA in this setting. Trial registration: ClinicalTrials.gov NCT02473003. © 2023, The Author(s).","Androgen deprivation therapy; Cancer; Chemotherapy; Exercise intensity; Inflammation; Moderators; Resistance training","capecitabine; capecitabine plus oxaliplatin; cyclophosphamide; epirubicin; fluorouracil; interleukin 6; tumor necrosis factor; adult; androgen deprivation therapy; Article; brachytherapy; breast cancer; breast radiotherapy; cancer adjuvant therapy; cancer radiotherapy; cancer survivor; comparative study; controlled study; endurance training; exercise intensity; external beam radiotherapy; female; follow up; human; inflammation; major clinical study; male; maximal oxygen uptake; middle aged; moderate intensity exercise; multicenter study (topic); multimodality cancer therapy; muscle strength; neoadjuvant chemotherapy; patient compliance; prostate cancer; randomized controlled trial (topic); resistance training"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146613535&doi=10.1038%2fs41598-023-27693-2&partnerID=40&md5=7155f452f27bf7f1add704b7d87a576b","Combination of the genomes of Saccharomyces species has great potential for the construction of new industrial strains as well as for the study of the process of speciation. However, these species are reproductively isolated by a double sterility barrier. The first barrier is mainly due to the failure of the chromosomes to pair in allodiploid meiosis. The second barrier ensures that the hybrid remains sterile even after genome duplication, an event that can restore fertility in plant interspecies hybrids. The latter is attributable to the autodiploidisation of the allotetraploid meiosis that results in sterile allodiploid spores (return to the first barrier). Occasionally, mating-competent alloaneuploid spores arise by malsegregation of MAT-carrying chromosomes. These can mate with cells of a third species resulting in aneuploid zygotes having at least one incomplete subgenome. Here we report on the construction of euploid three-species hybrids by making use of “rare mating” between a sterile S. kudriavzevii x S. uvarum allodiploid hybrid and a diploid S. cerevisiae strain. The hybrids have allotetraploid 2nScnSk nSu genomes consisting of complete sets of parental chromosomes. This is the first report on the production of euploid three-species Saccharomyces hybrids by natural mating, without genetic manipulation. The hybrids provide possibilities for studying the interactions of three allospecific genomes and their orthologous genes present in the same cell. © 2023, The Author(s).",,"fungal genome; genetics; hybridization; Saccharomyces; Saccharomyces cerevisiae; Genome, Fungal; Hybridization, Genetic; Saccharomyces; Saccharomyces cerevisiae"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146293274&doi=10.1186%2fs12864-022-08990-y&partnerID=40&md5=e2a94d2a08d10ea3a31d438257aded3e","Background: Adaptations by arthropod pests to host plant defenses of crops determine their impacts on agricultural production. The larval host range of western corn rootworm, Diabrotica virgifera virgifera (Coleoptera: Chrysomelidae), is restricted to maize and a few grasses. Resistance of D. v. virgifera to crop rotation practices and multiple insecticides contributes to its status as the most damaging pest of cultivated maize in North America and Europe. The extent to which adaptations by this pest contributes to host plant specialization remains unknown. Results: A 2.42 Gb draft D. v. virgifera genome, Dvir_v2.0, was assembled from short shotgun reads and scaffolded using long-insert mate-pair, transcriptome and linked read data. K-mer analysis predicted a repeat content of ≥ 61.5%. Ortholog assignments for Dvir_2.0 RefSeq models predict a greater number of species-specific gene duplications, including expansions in ATP binding cassette transporter and chemosensory gene families, than in other Coleoptera. A majority of annotated D. v. virgifera cytochrome P450s belong to CYP4, 6, and 9 clades. A total of 5,404 transcripts were differentially-expressed between D. v. virgifera larvae fed maize roots compared to alternative host (Miscanthus), a marginal host (Panicum virgatum), a poor host (Sorghum bicolor) and starvation treatments; Among differentially-expressed transcripts, 1,908 were shared across treatments and the least number were between Miscanthus compared to maize. Differentially-expressed transcripts were enriched for putative spliceosome, proteosome, and intracellular transport functions. General stress pathway functions were unique and enriched among up-regulated transcripts in marginal host, poor host, and starvation responses compared to responses on primary (maize) and alternate hosts. Conclusions: Manual annotation of D. v. virgifera Dvir_2.0 RefSeq models predicted expansion of paralogs with gene families putatively involved in insecticide resistance and chemosensory perception. Our study also suggests that adaptations of D. v. virgifera larvae to feeding on an alternate host plant invoke fewer transcriptional changes compared to marginal or poor hosts. The shared up-regulation of stress response pathways between marginal host and poor host, and starvation treatments may reflect nutrient deprivation. This study provides insight into transcriptomic responses of larval feeding on different host plants and resources for genomic research on this economically significant pest of maize. © 2022, This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply.","Differential expression; Genome assembly; Host plant specialization","ABC transporter; cytochrome P450; cytochrome P450 family 4; cytochrome P450 family 6; cytochrome P450 family 9; proteasome; transcriptome; unclassified drug; endotoxin; insecticide; adult; animal experiment; Article; beetle; chemoreceptor; cladistics; controlled study; Diabrotica virgifera virgifera; differential gene expression; down regulation; evolutionary adaptation; feeding; female; gene duplication; genetic transcription; genome; host; host plant specialization; intracellular transport; larva; maize; Miscanthus; molecular genetics; nonhuman; nucleotide sequence; orthology; Panicum virgatum; pest control; plant root; plant stress; predictive model; sorghum; species differentiation; spliceosome; starvation; tandem repeat; upregulation; whole genome sequencing; animal; beetle; biological pest control; genetics; maize; metabolism; physiology; Poaceae; transgenic plant; Animals; Coleoptera; Endotoxins; Insecticides; Larva; Pest Control, Biological; Plants, Genetically Modified; Poaceae; Zea mays"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146195030&doi=10.1038%2fs41598-023-27901-z&partnerID=40&md5=8923e9c1e5c8f06c5adc44343222aa87","Articular cartilage and meniscus injuries are prevalent disorders with insufficient regeneration responses offered by available treatment methods. In this regard, 3D bioprinting has emerged as one of the most promising new technologies, offering novel treatment options. Additionally, the latest achievements from the fields of biomaterials and tissue engineering research identified constituents facilitating the creation of biocompatible scaffolds. In this study, we looked closer at hyaluronic acid and multi-walled carbon nanotubes as bioink additives. Firstly, we assessed the minimal concentrations that stimulate cell viability, and decrease reactive oxygen species and apoptosis levels in 2D cell cultures of normal human knee articular chondrocytes (NHAC) and human adipose-derived mesenchymal stem cells (hMSC-AT). In this regard, 0.25 mg/ml of hyaluronic acid and 0.0625 mg/ml of carbon nanotubes were selected as the most optimal concentrations. In addition, we investigated the protective influence of 2-phospho-L-ascorbic acid in samples with carbon nanotubes. Tests conducted on 3D bioprinted constructs revealed that only a combination of components positively impacted cell viability throughout the whole experiment. Gene expression analysis of COL1A1, COL6A1, HIF1A, COMP, RUNX2, and POU5F1 showed significant changes in the expression of all analyzed genes with a progressive overall loss of transcriptional activity in most of them. © 2023, The Author(s).",,"carbon nanotube; hyaluronic acid; articular cartilage; bioprinting; human; procedures; three dimensional printing; tissue engineering; tissue scaffold; Bioprinting; Cartilage, Articular; Humans; Hyaluronic Acid; Nanotubes, Carbon; Printing, Three-Dimensional; Tissue Engineering; Tissue Scaffolds"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146122984&doi=10.1038%2fs41598-023-27564-w&partnerID=40&md5=1aa4d1756dca5ed9a5353d09d6aa2b10","In this study, for the first time, the comparison of commercially available chemical ZnO NCs and bio-ZnO NCs produced extracellularly by two different probiotic isolates (Latilactobacillus curvatus MEVP1 [OM736187] and Limosilactobacillus fermentum MEVP2 [OM736188]) were performed. All types of ZnO formulations were characterized by comprehensive interdisciplinary approach including various instrumental techniques in order to obtain nanocomposites with suitable properties for further applications, i.e. biomedical. Based on the X- ray diffraction analysis results, all tested nanoparticles exhibited the wurtzite structure with an average crystalline size distribution of 21.1 nm (CHEM_ZnO NCs), 13.2 nm (1C_ZnO NCs) and 12.9 nm (4a_ZnO NCs). The microscopy approach with use of broad range of detectors (SE, BF, HAADF) revealed the core–shell structure of bio-ZnO NCs, compared to the chemical one. The nanoparticles core of 1C and 4a_ZnO NCs are coated by the specific organic deposit coming from the metabolites produced by two probiotic strains, L. fermentum and L. curvatus. Vibrational infrared spectroscopy, photoluminescence (PL) and mass spectrometry (LDI-TOF-MS) have been used to monitor the ZnO NCs surface chemistry and allowed for better description of bio-NCs organic coating composition (amino acids residues). The characterized ZnO formulations were then assessed for their photocatalytic properties against methylene blue (MB). Both types of bio-ZnO NCs exhibited good photocatalytic activity, however, the effect of CHEM_ZnO NCs was more potent than bio-ZnO NCs. Finally, the colloidal stability of the tested nanoparticles were investigated based on the zeta potential (ZP) and hydrodynamic diameter measurements in dependence of the nanocomposites concentration and investigation time. During the biosynthesis of nano-ZnO, the increment of pH from 5.7 to around 8 were observed which suggested possible contribution of zinc aquacomplexes and carboxyl-rich compounds resulted in conversion of zinc tetrahydroxy ion complex to ZnO NCs. Overall results in present study suggest that used accessible source such us probiotic strains, L. fermentum and L. curvatus, for extracellular bio-ZnO NCs synthesis are of high interest. What is important, no significant differences between organic deposit (e.g. metabolites) produced by tested strains were noticed—both of them allowed to form the nanoparticles with natural origin coating. In comparison to chemical ZnO NCs, those synthetized via microbiological route are promising material with further biological potential once have shown high stability during 7 days. © 2023, The Author(s).",,"nanoparticle; zinc; zinc oxide; chemistry; infrared spectroscopy; X ray crystallography; Crystallography, X-Ray; Nanoparticles; Spectroscopy, Fourier Transform Infrared; Zinc; Zinc Oxide"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145957547&doi=10.1038%2fs41598-022-26845-0&partnerID=40&md5=f253903aed23b1d1f33496f17a1b21b5","Cognitive functions of individuals with psychiatric disorders differ from that of the general population. Such cognitive differences often manifest early in life as differential school performance and have a strong genetic basis. Here we measured genetic predictors of school performance in 30,982 individuals in English, Danish and mathematics via a genome-wide association study (GWAS) and studied their relationship with risk for six major psychiatric disorders. When decomposing the school performance into math and language-specific performances, we observed phenotypically and genetically a strong negative correlation between math performance and risk for most psychiatric disorders. But language performance correlated positively with risk for certain disorders, especially schizophrenia, which we replicate in an independent sample (n = 4547). We also found that the genetic variants relating to increased risk for schizophrenia and better language performance are overrepresented in individuals involved in creative professions (n = 2953) compared to the general population (n = 164,622). The findings together suggest that language ability, creativity and psychopathology might stem from overlapping genetic roots. © 2023, The Author(s).",,"cognition; creativity; genome-wide association study; human; language; mental disease; Cognition; Creativity; Genome-Wide Association Study; Humans; Language; Mental Disorders"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145367566&doi=10.1186%2fs12905-022-02134-w&partnerID=40&md5=dc2e340d5f044509b0e4bacc23fe5f03","Objective: To evaluate whether prophylactic chemotherapy (P-chem) increased the drug resistance rate of postmolar GTN and whether the first-line chemotherapy should be different from P-chem. Methods: Postmolar GTN received P-Chem was defined as P-Chem group. Postmolar GTN without P-chem was randomly selected as control group according to the ratio of 1:3 (P-chem:control) and matched by age for low risk and high risk GTN separately. Results: Totally 455 low-risk and 32 high-risk postmolar GTN patients were included. WHO risk score, chemotherapy cycles to achieve hCG normalization and resistant rate were similar between P-chem (27 cases) and control (81 cases) group. Among low-risk GTN patients, interval from hydatidiform mole to GTN was significantly longer in P-chem group than control (44 vs 69 days, P = 0.001). Total chemotherapy cycles and resistant rate were similar between low-risk GTN treated with same agent as P-chem (group A) and alternative agent (group B). But group A needed more chemotherapy cycles to achieve hCG normalization than group B. Conclusions: P-chem delayed the time to GTN diagnosis, but didn’t increase risk score or lead to drug resistance of postmolar GTN. Alternative agent different from P-chem had the potential of enhancing chemotherapy response in low- risk postmolar GTN. © 2023, The Author(s).","Chemotherapy resistance; Gestational trophoblastic neoplasia; Hydatidiform mole; Prophylactic chemotherapy","antineoplastic agent; chorionic gonadotropin; adult; Article; cancer chemotherapy; cancer prevention; cancer resistance; cancer risk; controlled study; female; gestational trophoblastic neoplasia; high risk population; human; hydatidiform mole; low risk population; major clinical study; multiple cycle treatment; retrospective study; treatment outcome; hydatidiform mole; pregnancy; risk factor; trophoblastic tumor; Chorionic Gonadotropin; Female; Gestational Trophoblastic Disease; Humans; Hydatidiform Mole; Pregnancy; Retrospective Studies; Risk Factors; Treatment Outcome"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149145625&doi=10.7203%2fmetode.13.24205&partnerID=40&md5=f73eeb8f0b53dc7f11e494b7e95f36ed","We tend to regard beauty as the product of our education, the quintessence of cultural refinement, and we often emphasise the relative nature of beauty. That is why many find it shocking that the perception of beauty, especially human beauty, has a clear biological explanation, one that is largely independent from our education and culture. People are surprised because not only do the characteristics that define beauty originate in biology, but they are also universal and common to all members of our species. © 2023, Universitat de Valencia. All rights reserved.","beauty; evolution; evolutionary psychology; mate choice; sexual selection",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139924517&doi=10.1016%2fj.jes.2022.07.031&partnerID=40&md5=74627987b6221da89a3a8649c0c6d82d","The below-cloud aerosol scavenging process by precipitation is one of the most important mechanisms to remove aerosols from the atmosphere. Due to its complexity and dependence on both aerosol and raindrop sizes, wet scavenging process has been poorly treated, especially during the removal of fine particles. This makes the numerical simulation of below-cloud scavenging in large-scale aerosol models unrealistic. To consider the slip effects of submicron particles, a simplified expression for the diffusion scavenging was developed by approximating the Cunningham slip correction factor. The derived analytic solution was parameterized as a simple power function of rain intensity under the assumption of the lognormal size distribution of particles. The resultant approximated expression was compared to the observed data and the results of previous studies including a 3D atmospheric chemical transport model simulation. Compared with the default GEOS-Chem coefficient of 0.00106R0.61 and the observation-based coefficient of 0.0144R0.9268, the coefficient of a and b in Λm = aRb spread in the range of 0.0002- 0.1959 for a and 0.3261- 0.525 for b over a size distribution of GSD of 1.3–2.5 and a geometric mean diameter of 0.01- 2.5 µm. Overall, this study showed that the scavenging coefficient varies widely by orders of magnitude according to the size distribution of particles and rain intensity. This study also demonstrated that the obtained simplified expression could consider the theoretical approach of aerosol polydispersity. Our proposed analytic approach showed that results can be effectively applied for reduced computational burden in atmospheric modeling. © 2022","Below-cloud scavenging; Cunningham correction factor; Parameterization; Polydisperse aerosol; Scavenging coefficient","Atmospheric chemistry; Atmospheric movements; Parameterization; Polydispersity; Rain; Size distribution; Below-cloud scavenging; Correction factors; Cunningham correction factor; Distribution of particles; Polydisperse aerosols; Rain-intensity; Scavenging coefficients; Scavenging process; Simplified expressions; Size-distribution; Aerosols; aerosol; atmospheric transport; cloud classification; concentration (composition); parameterization; precipitation intensity; scavenging (chemistry)"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147780313&doi=10.22044%2fjas.2022.11632.1592&partnerID=40&md5=308407459d6b823455586b188260cb02","Let R be a commutative Noetherian ring with non-zero identity and F a filtration of Spec(R). We show that the Cousin functor with respect to (Formula presented) Comp(R), where (Formula presented) is the category of R-modules which are admitted by F and Comp(R) is the category of complexes of R-modules, commutes with the formation of direct limits and is right exact. We observe that an R-module X is balanced big Cohen-Macaulay if (R, m) is a local ring, mX ≠ X, and every finitely generated submodule of X is a big Cohen-Macaulay R-module with respect to some system of parameters for R. © 2023, Shahrood University of Technology. All rights reserved.","Cousin complexes; Cousin functors; Direct limits; Right exact functors",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141758751&doi=10.22108%2fTOC.2022.134259.1999&partnerID=40&md5=bbe11f5972931168b4f32cd658d4a230","The energy of a graph G, denoted by ε(G), is defined as the sum of absolute values of all eigenvalues of G. A graph G is called reciprocal if 1/λ is an eigenvalue of G whenever λ is an eigenvalue of G. Further, if λ and 1/λ have the same multiplicities, for each eigenvalue λ, then it is called strong reciprocal. In (MATCH Commun. Math. Comput. Chem. 83 (2020) 631-633), it was conjectured that for every graph G with maximum degree Δ(G) and minimum degree Δ(G) whose adjacency matrix is non-singular, ε(G) ≥ Δ(G) + δ(G) and the equality holds if and only if G is a complete graph. Here, we prove the validity of this conjecture for some strong reciprocal graphs. Moreover, we show that if G is a strong reciprocal graph, then ε(G) ≥ Δ(G) + δ(G) - 1/2. Recently, it has been proved that if G is a reciprocal graph of order n and its spectral radius, ρ, is at least 4λmin, where λmin is the smallest absolute value of eigenvalues of G, then ε(G) ≥n + 1/2. In this paper, we extend this result to almost all strong reciprocal graphs without the mentioned assumption. © 2022 University of Isfahan","Graph energy; Non-singular graph; Strong reciprocal graph",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150228119&doi=10.1016%2fj.foodchem.2023.135898&partnerID=40&md5=12d29689a1e05719388bf49d0369fc9a","The quality and safety of fresh-cut pineapple deteriorate during handling and storage due to physicochemical and microbial changes, so its preservation has attracted extensive attention. This study prepared sustained-release tea tree essential oil (TTO) solid preservative (SP) with an encapsulation efficiency of 71.45% and applied it on fresh-cut pineapple in modified atmospheres packaging (MAP). Results showed that TTO adsorbed on nano silicon dioxide (SiO2) was embedded in the starch-carboxymethyl cellulose network structure by extrusion. The hydrogen bond and hydrophobic interaction resulted in compact structure and good sustained-release performance of SP. The SP improved sensory quality and reduced nutrient loss and microbial spoilage of fresh-cut pineapple, which extended its shelf-life to four days. In addition, antioxidant capacity was enhanced with increasing antioxidant enzyme activity, antioxidant content, and 2,2-diphenyl-1-picrylhydrazine scavenging capacity and decreasing MDA accumulation. Therefore, sustained-release TTO solid preservative has potential for the preservation of fresh-cut pineapple. © 2023 Elsevier Ltd","Antioxidant capacity; Carboxymethylcellulose sodium (PubChem CID: 6328154); Fresh-cut pineapple; Modified atmospheres packaging; Nano SiO2 (Pub Chem CID: 24261); Solid preservative; Soluble starch (PubChem CID: 51003661); Sustained-release; Tea tree essential oil; Tea tree essential oil (PubChem CID: 22833361)","Antioxidants; Enzyme activity; Essential oils; Food storage; Hydrogen bonds; Hydrophobicity; Silica; Silicon oxides; Spoilage; Starch; Antioxidant capacity; Carboxymethyl cellulose; Carboxymethylcellulose sodium (pubchem CID: 6328154); Fresh-cut; Fresh-cut pineapple; Nano SiO2 (pub chem CID: 24261); Nano-SiO 2; Pubchem; Solid preservative; Soluble starch; Soluble starch (pubchem CID: 51003661); Sustained release; Tea tree essential oil; Tea tree essential oil (pubchem CID: 22833361); Sodium; Antioxidants; Food Storage; Hydrogen Bonds; Silica; Starch; Water Repellence; antioxidant; silicon dioxide; tea tree oil; Ananas; atmosphere; chemistry; delayed release formulation; food packaging; procedures; Ananas; Antioxidants; Atmosphere; Delayed-Action Preparations; Food Packaging; Silicon Dioxide; Tea Tree Oil"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152050476&doi=10.1016%2fj.eswa.2023.119850&partnerID=40&md5=ce5bb4d15b788c9a65a3f3d51e8c2f05","The enormous growth in the volume of river transportation and the upgrade of inland waterways make inland shipping more and more important in transportation and logistics. This work proposes a hub-and-spoke network design (HSND) for container shipping in inland waterways based on the tree-like structure river. Firstly, the characteristics of the hub-and-spoke network in the inland waterways are presented in detail. Then, an integer linear programming model is proposed to simultaneously determine the optimal hub location, feeder port allocation, and fleet deployment to minimize the total cost of ships, transportation, and transshipment. A decomposition-based math-heuristic method and an enhanced genetic algorithm are then proposed to solve the HSND. A case study based on the traffic on the Yangtze River and extensive computational experiments are conducted to verify the effectiveness of the proposed models and methods. In addition, the impacts of the number of hub ports and the economies of scale resulting from the hub-and-spoke network are investigated from the economic and network structure perspectives, which leads to some managerial insights. © 2023 Elsevier Ltd","Decomposition-based math-heuristic; Enhanced genetic algorithm; Hub-and-spoke network design; Inland waterway container shipping; Integer linear programming model","Economics; Fleet operations; Genetic algorithms; Heuristic methods; Rivers; Ships; Waterway transportation; Container shippings; Decomposition-based math-heuristic; Enhanced genetic algorithms; Hub-and-spoke network; Hub-and-spoke network design; Inland shippings; Inland waterway container shipping; Integer linear programming models; River transportation; Tree-like structures; Integer programming"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151814491&doi=10.1016%2fj.fusengdes.2023.113634&partnerID=40&md5=fbd264057863335bc1ebefd6d458fd90","The achievement of a steady ELMy H-mode phase with high ion temperature, but without a gradual rise in plasma radiation, has been a crucial point to establish high plasma performance scenarios in JET ITER-like-wall plasmas. Indeed, radiation events, due to the release of high Z impurities, such as Nickel and Copper, and W sputtered from the divertor, can strongly reduce the power crossing the plasma separatrix and slow the ELMs dynamics, thus inducing H to L transition. In particular, in JET baseline plasmas, because of the outward neoclassical transport [A.R. Field et al 2021 Plasma Phys. Control. Fusion 63 095013], plasma impurities are mainly localized in the mantle region, as detected by a real-time surrogate model for bolometer tomography based on machine learning [D.R. Ferreira et al 2021 Fusion Engineering and Design 164], and the consequent excessive radiation in this region is the main cause of plasma termination in recent Deuterium, Tritium and Deuterium-Tritium operations. To guarantee impurity accumulation being flushed by the ELMs, ELM control schemes, which ensure a throughput of particles, either via gas fueling and via pellets, have been exploited. In this work, the staged approach strategy towards radiation control, which allowed to sustain for more than 10 s Tritium and Deuterium-Tritium baseline discharges without radiation issues, is presented. © 2023 Elsevier B.V.","DT; JET; Plasma; Plasma termination; Radiation control; Real-time control; Tritium operation","Deuterium; Electric discharges; Tokamak devices; Tritium; Deuterium deuteriums; Deuterium-tritium; DT; Ion temperature; Plasma performance; Plasma radiation; Plasma termination; Radiation controls; Real-time control; Tritium operation; Real time control"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151800734&doi=10.1016%2fj.ijthermalsci.2023.108340&partnerID=40&md5=92e73756a10c7af816fcc95c5a53691c","The recent review (Phys. Rev. Appl. 18, 027,001 (2022)) has remarked that the nonreciprocal emitters of existing schemes are greatly limited by the small angular range since they typically occurred at rather large angles. Here, to address the key challenge, a novel scheme, based on the cascaded dielectric-magneto-optical (MO) material grating structure, is proposed and investigated. It is shown that near-unity emission and little absorption can be achieved simultaneously at the same wavelength, leading to near-perfect nonreciprocal radiation for an angle of only 1°. The underlying physical mechanism is revealed through illustrating the distributions of magnetic field amplitude. Besides, the possibility to realize strong nonreciprocity with the magnetic field as small as possible is investigated. Last, the angular ranges which can be realized by the proposed scheme are also investigated. The results should be interesting for the developing of solar cells and photovoltaics with improving efficiency and the thermal devices. © 2023 Elsevier Masson SAS","Grating; Guided mode resonance; Kirchhoff's law; Nonreciprocal radiation","Diffraction gratings; Magnetic fields; Solar power generation; Angular range; Cascaded gratings; Grating; Grating structures; Guided-mode resonance; Incident angles; Kirchhoff laws; Magneto-optical materials; Nonreciprocal; Nonreciprocal radiation; Solar cells"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151494924&doi=10.1016%2fj.ijthermalsci.2023.108299&partnerID=40&md5=9f544b0e15b2bee27fb11fe6b3f3ff15","This paper presents a new technique for calculating microscopic local fluxes that provides a robust and accessible way to obtain the streamwise fluxes in general flows. Flux calculation is one of the fundamental elements in molecular simulations. Several-decades-long research efforts on the subject made significant progresses since the pioneering work of Irving and Kirkwood [J. Chem. Phys, (1950) 18, 817–829]. However, some issues remain regarding the fluxes in the flow direction. The streaming velocity (SV) and the fluxes independent of SV are difficult to manage during computation. For example, the local fluxes and SV that vary in more than one direction are not well represented despite being prevalent in the microscopic phenomena such as nanofluidics, biotechnologies, and energy conversions. The technique presented in this paper is based on the instantaneous microscopic conservation equations and depends only on the total fluxes that include the convective contributions. This allows a calculation of all the fluxes at the end of a simulation run, with no complication arising in terms of defining and collecting SV, pressure tensor, and heat flux vector. Widely-used methods such as the method of planes and volume-average method were adapted, respectively. This study then investigated a planar shear flow in a highly confined channel, where a flow is unknown at the beginning of a simulation, and the controversial streamwise heat flux with no temperature gradient was present. The flow and fluxes were structured, and the streamwise heat flux evolved significantly and slowly over a few tens of nano-seconds even with steady boundary conditions. © 2023 Elsevier Masson SAS","Molecular simulation; Nanofluidics; Particle simulation","Heat flux; Molecular structure; Shear flow; Conservation equations; Flow direction; Flux calculations; Flux velocity; Molecular simulations; Particle simulations; Research efforts; Streaming velocity; Total flux; Velocity-pressure; Nanofluidics"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151267722&doi=10.1016%2fj.jecp.2023.105672&partnerID=40&md5=1992ca78f0a4983923893be4ff8da746","Regardless of age, math anxiety (i.e., adverse affective reactions in situations involving math) is associated with lower math achievement. Previous studies have investigated the role of adult figures (e.g., parents, teachers) in the development of children's math anxiety. However, given the importance of peer relationships during adolescence, we examined friendship selection and social influence on children's math anxiety using longitudinal peer network analyses. Throughout the academic semester, we found that children became more similar to their peers in math anxiety levels but did not form new peer networks based on their levels of math anxiety. These findings highlight the importance of peers’ emotional reactions to math, which could influence future academic achievement and career aspirations considerably. © 2023 Elsevier Inc.","adolescent; influence effect; Math anxiety; peer network; peer relationship; selection effect","academic achievement; adolescence; anxiety; article; aspiration; career; child; friendship; human; network analysis; peer group; social network"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150708063&doi=10.1007%2fs11467-023-1273-7&partnerID=40&md5=5e167aab0acc3c23bd924ee2782b3e57","Analytical expressions for scaling of brain wave spectra derived from the general nonlinear wave Hamiltonian form show excellent agreement with experimental “neuronal avalanche” data. The theory of the weakly evanescent nonlinear brain wave dynamics [Phys. Rev. Research 2, 023061 (2020); J. Cognitive Neurosci. 32, 2178 (2020)] reveals the underlying collective processes hidden behind the phenomenological statistical description of the neuronal avalanches and connects together the whole range of brain activity states, from oscillatory wave-like modes, to neuronal avalanches, to incoherent spiking, showing that the neuronal avalanches are just the manifestation of the different nonlinear side of wave processes abundant in cortical tissue. In a more broad way these results show that a system of wave modes interacting through all possible combinations of the third order nonlinear terms described by a general wave Hamiltonian necessarily produces anharmonic wave modes with temporal and spatial scaling properties that follow scale free power laws. To the best of our knowledge this has never been reported in the physical literature and may be applicable to many physical systems that involve wave processes and not just to neuronal avalanches. [Figure not available: see fulltext.]. © 2023, Higher Education Press.","critical dynamics; critical exponent; Hamiltonian system; neuronal avalanches; nonlinear waves",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150078440&doi=10.1016%2fj.disc.2023.113406&partnerID=40&md5=ad2653fe4ce0db585b7a41dfefa70866","A collection of n−2 mutually disjoint idempotent symmetric quasigroups of order n is called a golf design. Two golf designs of order n are said to be orthogonal, denoted by OG(n), if for any idempotent symmetric quasigroup in one golf design, an orthogonal mate can be found in the other golf design, and no two idempotent symmetric quasigroups in one golf design share a common orthogonal mate. In this paper, we give the first three examples of OG(n) for n∈{13,15,17} using starter adder method. We also present a recursive construction and apply it to prove that an OG(13n+2) exists for any positive integer n. © 2023 Elsevier B.V.","Golf design; Large set; Orthogonal; Quasigroup; Starter",
